Corrida con 
individuos : 40
cr : 0.9
f = 0.3
1: Viorest: 0.0019493, aptitud: 1000, vector: 0.480831    0.0517471     0.478882     0.359539     -43.6813
760: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
761: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
762: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
763: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
764: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
765: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
766: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
767: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
768: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
769: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
770: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
771: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
772: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
773: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
774: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
775: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
776: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
777: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
778: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
779: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
780: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
781: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
782: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
783: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
784: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
785: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
786: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
787: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
788: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
789: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
790: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
791: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
792: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
793: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
794: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
795: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
796: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
797: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
798: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
799: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
800: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
801: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
802: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
803: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
804: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
805: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
806: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
807: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
808: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
809: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
810: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
811: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
812: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
813: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
814: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
815: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
816: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
817: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
818: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
819: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
820: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
821: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
822: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
823: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
824: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
825: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
826: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
827: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
828: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
829: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
830: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
831: Viorest: 0, aptitud: 0.46066, vector: 0.46361    0.071299     0.48359     0.35487    -0.32699
832: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
833: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
834: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
835: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
836: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
837: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
838: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
839: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
840: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
841: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
842: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
843: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
844: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
845: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
846: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
847: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
848: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
849: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
850: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
851: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
852: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
853: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
854: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
855: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
856: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
857: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
858: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
859: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
860: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
861: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
862: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
863: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
864: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
865: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
866: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
867: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
868: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
869: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
870: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
871: Viorest: 0, aptitud: 0.4467, vector: 0.45941    0.072597     0.47939     0.33495    -0.30077
872: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
873: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
874: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
875: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
876: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
877: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
878: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
879: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
880: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
881: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
882: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
883: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
884: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
885: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
886: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
887: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
888: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
889: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
890: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
891: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
892: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
893: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
894: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
895: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
896: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
897: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
898: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
899: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
900: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
901: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
902: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
903: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
904: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
905: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
906: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
907: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
908: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
909: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
910: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
911: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
912: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
913: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
914: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
915: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
916: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
917: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
918: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
919: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
920: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
921: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
922: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
923: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
924: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
925: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
926: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
927: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
928: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
929: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
930: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
931: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
932: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
933: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
934: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
935: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
936: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
937: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
938: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
939: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
940: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
941: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
942: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
943: Viorest: 0, aptitud: 0.44241, vector: 0.4721    0.059969     0.49312     0.36519    -0.32805
